ListOfficeName,transaction_count,total_sales_volume,median_close_price,median_price_per_sqft,average_days_on_market,median_days_on_market,average_price_ratio,average_original_price_ratio,average_listing_to_contract_days,average_contract_to_close_days,transaction_share_pct,sales_volume_share_pct,transaction_count_rank,sales_volume_rank
"Engel & Voelkers, Westlake Village",161,326264279.0,1385000.0,607.51,57.14,37.0,0.9824,0.9684,59.64,13.17,0.0359861,0.06116801,388,193
Keller Williams Hollywood Hills,160,321138257.0,1200000.0,674.82,39.86,25.0,0.9875,0.9721,40.45,31.36,0.03576258,0.06020698,393,194
Circle Real Estate,418,320696241.0,715000.0,562.02,31.39,17.0,1.0136,1.0221,41.34,33.29,0.09342974,0.06012411,131,195
Katnik Brothers R.E. Services,203,319159209.63,1435000.0,683.0,20.71,9.0,1.0058,1.0008,60.45,26.8,0.04537377,0.05983595,309,196
Re/Max Premier Prop Arcadia,272,318090052.0,966250.0,594.92,29.57,18.0,1.0116,1.0011,34.28,30.79,0.06079639,0.0596355,223,197
Keller Williams OC Coastal Realty,227,315620417.0,1175000.0,670.7,37.1,19.0,0.9969,0.98,53.52,31.36,0.05073816,0.0591725,272,198
Kase Real Estate,198,315127312.0,1172500.0,690.11,36.38,20.0,1.0065,0.9982,53.23,30.42,0.04425619,0.05908005,317,199
Keller Williams Exclusive Properties,352,312067964.0,830000.0,499.39,52.89,38.0,0.9991,3.9024,57.07,14.25,0.07867768,0.05850648,164,200
Wedgewood Homes Realty,430,312064609.0,680000.0,459.03,20.5,11.0,1.0118,1.0093,24.79,33.21,0.09611194,0.05850585,125,201
"Bighorn Properties, Inc.",54,311225500.0,4250000.0,1020.58,55.04,39.5,0.9565,0.9481,62.81,14.83,0.01206987,0.05834854,1056,202
"DOUGLAS ELLIMAN OF CALIFORNIA, INC.",57,308439995.0,3100000.0,1474.32,91.95,53.0,0.959,0.9191,97.47,32.54,0.01274042,0.05782631,999,203
NextHome Real Estate Rockstars,367,307821373.11,800000.0,433.72,29.72,13.0,1.0025,0.991,37.86,32.53,0.08203042,0.05771033,155,204
"Pacifica Properties Group, Inc.",96,307440720.0,2525000.0,1155.79,26.01,9.0,1.0028,0.9951,33.18,34.0,0.02145755,0.05763897,631,205
"Palm Realty Boutique, Inc.",120,302648934.21,1792500.0,963.68,32.15,12.0,0.9986,0.9878,40.25,33.59,0.02682194,0.0567406,501,206
JC Pacific Corp,172,300609163.0,1180000.0,682.69,33.06,19.0,0.9877,0.9691,42.98,33.87,0.03844477,0.05635819,362,207
KW Temecula,416,300427209.0,645000.0,318.0,30.45,16.0,0.9987,0.9836,41.22,32.26,0.09298271,0.05632407,133,208
REDFIN,446,299756005.01,638000.0,357.66,34.48,20.0,1.001,0.9872,37.67,32.88,0.09968819,0.05619824,122,209
Abundance Real Estate,356,299435131.8,700000.0,344.57,28.69,14.0,0.9975,0.9816,42.44,33.18,0.07957174,0.05613808,162,210
RE/MAX College Park Realty,312,299053322.0,891000.0,617.95,27.31,12.0,0.9979,3.9461,36.26,31.09,0.06973703,0.0560665,188,211
Golden Gate Sotheby's Int'l,166,298684567.0,1400000.0,755.11,36.56,14.0,1.0475,1.0323,37.13,28.27,0.03710368,0.05599736,378,212
Livel Real Estate,87,297331185.0,2625000.0,1200.23,60.64,32.0,0.9735,0.9452,87.02,34.86,0.0194459,0.05574363,684,213
"Luxre Realty, Inc.",240,289404450.0,1075000.0,653.7,36.32,16.0,0.9955,0.9801,45.03,28.35,0.05364387,0.05425753,260,214
BHGRE HAVEN PROPERTIES,276,289243156.0,902000.0,568.21,37.31,14.0,0.9898,0.9687,50.04,32.81,0.06169045,0.05422729,214,215
District Homes,209,285091300.0,1300000.0,826.01,16.42,14.0,1.3075,1.3081,17.28,18.63,0.04671487,0.0534489,301,216
Realty ONE Group West,370,283272063.0,689500.0,380.12,37.88,17.0,0.996,3.582,48.25,33.01,0.08270097,0.05310783,151,217
Realty ONE Group Southwest,406,283115210.0,626000.0,320.19,37.47,19.0,0.9936,0.9765,48.77,31.85,0.09074755,0.05307842,138,218
RE/MAX 2000 REALTY,300,280760298.0,850000.0,502.74,30.29,18.0,1.0053,0.99,37.91,30.59,0.06705484,0.05263692,196,219
Re/Max Real Estate Group,118,279503159.0,1980000.0,663.64,30.01,15.5,0.9876,0.9728,37.79,30.58,0.0263749,0.05240123,513,220
Parc Agency Corporation,60,278976500.0,4125000.0,1501.28,20.37,9.0,1.0096,0.9999,22.58,21.47,0.01341097,0.0523025,955,221
ERA North Orange County,257,277994276.0,1038000.0,591.59,22.97,13.0,1.0768,1.0667,35.46,32.6,0.05744365,0.05211835,244,222
"Berkshire Hathaway HomeServices Troth, Realtors",524,277735725.67,500000.0,269.29,44.84,24.0,0.9937,0.9802,49.84,33.8,0.11712245,0.05206988,107,223
Re/Max Estate Properties,212,277479087.0,1005000.0,705.11,25.98,12.0,1.0106,0.9984,35.95,28.6,0.04738542,0.05202176,297,224
Rise Realty,348,277165077.0,661000.0,432.36,39.08,19.5,0.9938,0.9746,51.1,33.6,0.07778361,0.05196289,168,225
Re/Max All-Pro,533,276815191.0,490000.0,262.54,38.63,20.0,0.9959,0.9819,44.17,36.1,0.1191341,0.05189729,103,226
CENTURY 21 MASTERS,341,275533996.0,773500.0,501.66,29.58,15.0,1.0081,0.9934,47.43,34.87,0.076219,0.0516571,170,227
New Star Realty & Investment,279,275184000.0,885000.0,532.72,38.44,18.0,1.0219,1.0099,44.46,30.97,0.062361,0.05159148,209,228
Nourmand & Associates-HW,190,274181792.0,1119050.0,829.68,37.2,18.0,1.0285,1.0168,39.13,26.4,0.04246807,0.05140358,331,229
Berkshire Hathaway Home Services California Properties,182,272998254.0,850000.0,525.52,54.2,40.0,0.9801,0.9531,65.09,29.66,0.04067994,0.05118169,347,230
Vista Sothebyâs International Realty,133,272861902.0,1582540.0,882.27,20.24,10.0,1.0175,1.0052,36.33,33.84,0.02972765,0.05115613,460,231
Revel Real Estate,91,270953500.0,1450000.0,683.33,55.35,41.0,0.9635,0.9475,59.76,28.82,0.02033997,0.05079834,660,232
REALTY EXPERTS,197,268967549.0,1400000.0,805.29,28.92,14.0,1.0304,1.0146,29.5,26.11,0.04403268,0.05042602,319,233
Re/Max Top Producers,330,268859194.0,725000.0,467.46,31.12,18.5,1.0059,0.9956,48.65,33.83,0.07376032,0.0504057,173,234
eXp Realty of California Inc.,325,268795223.0,725000.0,456.11,42.87,24.0,0.9974,1.3664,57.89,36.3,0.07264274,0.05039371,176,235
Century 21 Realty Masters,371,268793680.0,725000.0,560.91,32.09,21.0,1.0095,27.4032,40.39,33.64,0.08292449,0.05039342,150,236
RE/MAX ADVANTAGE,405,265597337.02,601000.0,335.33,40.82,17.0,0.9905,0.9694,50.63,33.41,0.09052403,0.04979417,139,237
NEST REAL ESTATE,407,265300121.0,611709.0,360.05,28.97,14.0,0.9948,0.9867,39.16,35.32,0.09097107,0.04973845,137,238
Green Banker Realty,93,265067376.0,1735000.0,1016.48,30.22,13.0,1.027,0.9997,29.56,25.72,0.020787,0.04969481,651,239
Coldwell Banker Envision,349,264908365.0,715000.0,512.45,42.79,21.0,0.9938,1.034,55.8,37.6,0.07800713,0.049665,166,240
"eXp Realty of Northern California, Inc.",214,263627462.0,942750.0,632.2,29.03,17.0,1.0151,1.0023,32.88,29.31,0.04783245,0.04942486,293,241
Excel Realty,236,260949319.0,940000.0,643.4,26.96,13.0,1.0127,0.9969,28.25,25.57,0.05274981,0.04892276,264,242
Realty ONE Group Pacific,272,260255103.0,799000.0,508.91,37.02,18.5,0.9919,1.0068,45.49,29.7,0.06079639,0.04879261,223,243
BHHS California Properties,221,259712338.0,894000.0,565.22,49.8,35.0,0.9902,0.9701,65.36,25.34,0.04939707,0.04869085,282,244
Pacific Sotheby’s International Realty,54,259434799.0,3355000.0,1331.53,61.19,35.0,0.9647,0.9515,74.63,35.35,0.01206987,0.04863882,1056,245
KELLER WILLIAMS RIVERSIDE CENT,399,257850682.0,597500.0,356.92,29.61,13.0,1.0076,0.9958,43.38,36.91,0.08918294,0.04834183,141,246
Anvil Real Estate,235,256155854.0,915000.0,622.29,42.61,19.0,0.9985,1.0267,62.32,30.56,0.05252629,0.04802408,266,247
BERKSHIRE HATH HM SVCS CA PROP,326,254967489.0,725000.0,413.86,27.46,13.0,1.0024,1.0219,35.44,32.36,0.07286626,0.04780129,174,248
KW VISION,333,254647721.0,710000.0,402.04,41.45,23.0,1.0352,4.274,47.7,48.61,0.07443087,0.04774134,172,249
Century 21 Real Estate Alliance,310,253226469.0,750000.0,479.13,39.09,25.0,0.9973,1.0147,50.65,27.1,0.06929,0.04747488,189,250
ReMax 2000 Realty,225,251645422.0,901300.0,492.05,32.96,20.0,0.9963,0.9827,38.78,30.71,0.05029113,0.04717847,274,251
Homecoin.com,325,250698669.0,590000.0,439.8,48.18,27.0,0.9951,0.9777,52.57,32.42,0.07264274,0.04700097,176,252
Berkshire Hathaway Homeservices California Realty,420,250690700.0,553500.0,308.89,49.95,29.0,0.9885,0.9687,60.9,36.57,0.09387678,0.04699948,130,253
BMC REALTY ADVISORS,388,246127307.0,592490.0,361.21,53.55,41.0,0.9933,0.9674,58.38,52.54,0.08672426,0.04614393,145,254
"Innovate Realty, Inc.",216,243929590.88,832500.0,528.87,38.91,21.5,0.9942,1.0529,43.72,34.58,0.04827948,0.0457319,291,255
Realty One Group United,229,242660435.0,835000.0,610.96,33.87,19.0,1.0007,1.4121,40.75,35.38,0.05118519,0.04549396,270,256
Professional Realty Services,242,241139232.0,827497.0,492.07,37.19,17.0,0.9885,0.9739,51.0,31.3,0.0540909,0.04520877,258,257
Realty One Group Infinity,169,240444543.0,1245000.0,764.94,34.92,16.0,1.0227,1.01,38.78,25.21,0.03777423,0.04507853,368,258
Parkway Real Estate Co.,454,239707100.0,455500.0,287.25,46.63,16.5,0.9923,0.9751,52.16,32.98,0.10147632,0.04494027,119,259
Radius Agent Realty,224,239564908.0,772500.0,527.49,40.9,24.0,1.0041,0.984,49.03,30.0,0.05006761,0.04491361,278,260
Beverly and Company,203,239523606.0,930000.0,547.09,34.63,20.0,0.9922,5.7252,38.53,37.46,0.04537377,0.04490587,309,261
"PULTE HOMES OF CALIFORNIA, INC",296,238851168.29,680990.0,286.67,72.84,54.5,0.9765,0.9553,82.12,46.9,0.06616078,0.0447798,197,262
Keller Williams Realty Chico Area,542,238203516.0,410000.0,270.03,43.95,18.0,0.9937,0.9769,56.42,33.33,0.12114574,0.04465838,97,263
ALIGN HOMES,296,237584531.0,750000.0,551.53,28.54,19.0,1.0348,1.0622,34.87,28.51,0.06616078,0.04454233,197,264
"KASE Real Estate, Inc.",132,237088519.9,1312500.0,745.86,25.04,11.0,1.0269,1.0283,43.14,29.31,0.02950413,0.04444934,462,265
Realty Executives Homes,290,236491918.0,794750.0,463.46,35.49,17.0,0.9963,5.9323,43.3,32.03,0.06481968,0.04433749,200,266
KW Santa Clara Valley Inc,134,235991676.0,1536000.0,948.38,21.3,12.0,1.0506,1.0454,22.08,25.57,0.02995116,0.0442437,453,267
RE/MAX Gateway,265,235539578.0,820000.0,443.55,37.51,14.0,1.0019,0.9804,45.57,35.36,0.05923178,0.04415894,234,268
Real Estate Experts,172,235525954.0,1240000.0,804.66,23.02,13.0,1.049,1.0397,24.12,24.39,0.03844477,0.04415639,362,269
"The Oppenheim Group, Inc.",56,232955038.0,2371750.0,794.47,48.09,22.0,0.9653,0.9521,48.66,34.8,0.0125169,0.0436744,1010,270
Tower Agency,319,232660244.0,655000.0,358.7,40.45,19.0,0.9996,4.1145,48.47,32.37,0.07130165,0.04361913,181,271
COLDWELL BANKER SKY RIDGE REALTY,374,231590800.0,490000.0,336.93,88.0,51.0,0.9712,252.7047,92.77,35.85,0.08359503,0.04341863,149,272
Y Realty,225,231199181.33,830000.0,597.67,29.53,14.0,0.999,0.9873,40.6,31.0,0.05029113,0.04334521,274,273
Keller Williams North Valley,269,229877340.0,789000.0,475.57,38.24,20.0,0.9939,1.3502,53.0,36.74,0.06012584,0.04309739,227,274
The L3,167,229727566.0,1305000.0,747.13,28.19,14.0,0.9975,0.983,34.15,27.43,0.03732719,0.04306931,372,275
Mission Realty Group,266,229519403.0,805000.0,506.31,20.87,11.0,1.0095,1.0012,27.85,27.27,0.05945529,0.04303028,231,276
Realty ONE Group Future,264,228743938.0,730000.0,509.7,33.0,16.0,1.0161,1.0,35.24,27.26,0.05900826,0.0428849,236,277
KELLER WILLIAMS EMPIRE ESTATES,319,227316855.0,665000.0,382.67,32.55,15.0,1.0015,3.5833,52.31,35.03,0.07130165,0.04261735,181,278
Realty One Group Elite,315,226795889.0,650000.0,384.34,38.97,20.0,1.0134,0.9902,41.33,29.1,0.07040758,0.04251968,186,279
Keller Williams Realty World Media Center,218,226717199.0,975277.5,651.31,27.34,13.0,1.0327,1.0214,55.53,32.6,0.04872652,0.04250493,286,280
Alink Realty Group,120,224848988.0,1709000.0,833.43,22.32,11.0,0.9915,1.1975,27.13,24.16,0.02682194,0.04215467,501,281
ACME Real Estate,160,224225782.0,1333630.0,777.84,30.22,17.0,1.0427,1.0361,32.07,31.33,0.03576258,0.04203783,393,282
Keller Williams R. E. Services,204,223203475.89,972500.0,645.45,32.18,14.0,1.0211,5.329,45.82,35.15,0.04559729,0.04184617,308,283
Mogul Real Estate,283,222817024.0,695000.0,366.46,21.75,11.0,1.0047,0.9992,32.94,29.75,0.06325507,0.04177372,204,284
RE/MAX INNOVATIONS,273,222619903.4,750000.0,499.66,33.37,18.0,1.0068,0.9939,37.39,31.25,0.0610199,0.04173676,222,285
Epique Realty,282,221715214.0,650000.0,433.42,45.0,32.0,0.9938,1.0066,53.46,25.27,0.06303155,0.04156715,205,286
CENTURY 21 CITRUS REALTY INC,282,220428640.0,725000.0,486.03,30.89,12.0,1.0103,1.0319,45.15,34.87,0.06303155,0.04132595,205,287
Trumark Construction Services Inc,175,218359642.0,1315000.0,494.48,59.13,48.0,0.9922,0.9882,65.53,51.04,0.03911532,0.04093805,357,288
Everhome,158,217251328.0,1305500.0,789.83,16.49,8.0,1.0481,1.0412,16.72,25.01,0.03531555,0.04073026,401,289
Re/Max Coastal Homes,159,216019039.0,1180000.0,651.07,25.74,13.0,1.0013,1.0497,41.45,28.13,0.03553907,0.04049924,400,290
"LPT Realty, Inc.",280,215902085.0,713500.0,469.8,39.45,15.0,0.9957,0.9762,49.31,31.69,0.06258452,0.04047731,208,291
Christie's Intl Real Estate Se,175,215874258.0,1105000.0,631.24,17.62,9.0,1.0273,1.0221,18.46,24.8,0.03911532,0.04047209,357,292
RE/MAX TerraSol,213,215311878.0,849500.0,602.18,38.64,16.0,0.9974,1.0153,46.25,34.18,0.04760894,0.04036666,295,293
IRN REALTY,225,215015513.0,856668.0,515.51,41.06,22.0,0.9993,0.9787,47.4,35.73,0.05029113,0.04031109,274,294
Better Homes and Gardens RP,165,214491202.0,1270000.0,647.63,25.89,12.0,1.0167,1.0074,26.5,25.39,0.03688016,0.0402128,381,295
"Thompson Team Real Estate, Inc.",89,212868000.0,2070000.0,834.52,55.33,19.0,0.9862,0.9483,60.55,46.82,0.01989294,0.03990848,672,296
BHGRE Haven Properties,218,211937849.5,866000.0,496.13,42.56,17.0,0.9854,0.9595,55.41,32.37,0.04872652,0.03973409,286,297
Winkler Real Estate Group,217,211773349.0,898888.0,620.13,24.45,15.0,1.117,1.1074,25.71,25.14,0.048503,0.03970325,289,298
PRICE REAL ESTATE GROUP INC,272,211627900.0,677500.0,406.15,26.86,17.0,1.0151,1.0056,36.55,31.89,0.06079639,0.03967598,223,299
Homequest Real Estate,252,211203403.0,753000.0,471.41,39.37,22.5,0.9903,1.0101,50.19,34.07,0.05632607,0.0395964,251,300
Berkshire Hathaway Home Services,175,210696942.0,955000.0,615.38,41.8,19.0,0.9965,0.9734,53.91,28.51,0.03911532,0.03950145,357,301
Coldwell Banker Assoc.Brkr-Mur,296,210412656.0,615000.0,323.99,39.4,18.5,0.988,0.9719,49.56,32.98,0.06616078,0.03944815,197,302
Coldwell Banker-Campbell Rltrs,119,209660691.0,1415000.0,773.72,37.63,18.0,0.9846,0.9668,44.67,33.87,0.02659842,0.03930717,508,303
RE/MAX Gold Coast-Beach Office,138,209522001.0,1192500.0,680.03,44.94,29.0,0.9729,0.9537,61.92,29.32,0.03084523,0.03928117,444,304
Block Change Real Estate,100,209139934.0,1900000.0,912.64,29.36,14.5,1.0251,1.0183,33.43,27.74,0.02235161,0.03920954,602,305
"Toscana Homes, Inc.",59,208295000.0,3395000.0,894.22,58.76,51.0,0.9708,0.9586,70.41,18.29,0.01318745,0.03905113,969,306
KW Coastal Estates,189,207912694.0,905000.0,557.13,40.31,17.0,0.9831,0.9577,43.75,30.47,0.04224455,0.03897946,334,307
RE/MAX FREEDOM,421,207598014.0,450000.0,257.98,39.51,22.0,0.9957,0.9781,49.01,38.82,0.09410029,0.03892046,129,308
"Toll Brothers Real Estate, Inc",125,206587866.0,1567912.0,627.26,58.21,38.0,0.9747,1.045,61.09,135.79,0.02793952,0.03873108,484,309
Century 21 Union Realty,223,206226198.0,815000.0,628.44,27.56,15.0,0.9913,1.015,46.86,34.44,0.0498441,0.03866327,280,310
VALIA Properties,32,205697286.0,5050000.0,1921.13,52.47,37.5,0.9509,0.9335,56.94,23.94,0.00715252,0.03856411,1606,311
Jesse Weinberg,141,205012150.0,1310000.0,824.91,32.32,16.0,0.9887,0.9829,33.13,30.07,0.03151577,0.03843566,434,312
AARE,235,202328262.0,735000.0,485.91,35.38,17.0,0.9905,0.9744,44.85,31.31,0.05252629,0.03793249,266,313
Keller Williams Realty-Studio City,205,202246600.0,837000.0,567.7,39.56,21.0,0.9982,0.9769,48.01,35.44,0.04582081,0.03791718,306,314
"EXP Realty of California, Inc",238,201818416.0,710000.0,504.48,33.24,19.0,1.0084,0.9961,36.63,25.99,0.05319684,0.0378369,262,315
Pacific Sterling Realty,146,201807988.0,1151500.0,627.31,35.61,20.5,0.9932,7.8888,43.66,29.23,0.03263336,0.03783495,421,316
EXP Realty,266,201500388.0,728000.0,361.2,31.26,17.0,1.0056,0.9926,32.97,25.1,0.05945529,0.03777728,231,317
Premier Properties,119,200348499.0,1500000.0,608.15,43.97,28.0,0.9823,0.9756,53.27,23.48,0.02659842,0.03756132,508,318
Fohl Realty & Investments,205,198678238.0,915000.0,618.21,24.35,13.0,1.055,1.0462,25.58,24.55,0.04582081,0.03724818,306,319
"eXp Realty of Southern Ca, Inc",193,198169552.0,840000.0,558.12,27.36,14.0,1.0057,1.0512,35.12,36.63,0.04313861,0.03715281,326,320
REALTY ONE GROUP WEST,275,197881546.0,665000.0,422.45,29.64,12.0,1.003,0.9892,38.73,34.04,0.06146694,0.03709882,216,321
Abio Properties,176,197499635.0,925000.0,620.18,29.56,14.0,1.0603,1.0556,30.47,23.5,0.03933884,0.03702722,355,322
Security Pacific Real Estate,285,197168474.0,675000.0,486.73,28.08,15.0,1.0238,1.0095,29.58,26.88,0.0637021,0.03696513,203,323
JC Pacific Capital Inc.,120,196085544.0,1285000.0,646.05,23.42,11.0,1.004,0.9933,29.92,34.99,0.02682194,0.0367621,501,324
LIV Sotheby's International Realty,167,194257368.0,987500.0,659.43,55.45,20.0,1.0018,1.0487,136.8,37.25,0.03732719,0.03641936,372,325
Coldwell Banker Assoc.Brks-CL,270,194102088.0,615000.0,347.77,38.53,21.0,0.9848,0.9637,49.05,35.6,0.06034936,0.03639025,226,326
Major League Properties,166,192710393.0,1027500.0,605.78,24.05,9.0,1.0073,1.001,39.11,27.47,0.03710368,0.03612933,378,327
BRG Realty,139,191967851.0,1150000.0,758.43,26.53,15.0,1.0226,1.0053,26.47,25.21,0.03106874,0.03599012,440,328
KELLER WILLIAMS BIG BEAR,354,191614284.0,484500.0,361.68,70.05,39.0,0.9833,0.9561,72.67,31.81,0.07912471,0.03592383,163,329
Room Real Estate,184,190619918.0,874000.0,616.8,28.91,13.5,1.0107,1.0023,30.42,26.42,0.04112697,0.03573741,342,330
Team Forss Realty Group,247,190115911.5,685000.0,324.98,41.14,23.0,0.9922,0.9776,47.56,31.54,0.05520848,0.03564292,254,331
Taylor Morrison Services Inc,186,190094019.0,809157.0,347.3,44.05,34.5,0.9829,0.972,55.16,92.41,0.041574,0.03563881,339,332
Re/Max R. E. Specialists,186,189605994.25,917000.0,633.13,26.08,13.0,0.9888,1.5343,33.9,33.72,0.041574,0.03554732,339,333
ShoppingSDHouses,234,189546402.0,740000.0,504.65,18.26,9.5,1.0119,1.0343,57.48,34.16,0.05230277,0.03553615,268,334
RE/MAX ESTATE PROPERTIES,141,189253404.0,1137500.0,782.03,37.16,20.0,0.9944,0.9757,37.8,30.57,0.03151577,0.03548122,434,335
THE GRUBB CO. INC.,110,188986238.0,1600000.0,879.89,21.04,14.0,1.1513,1.1465,21.04,21.17,0.02458677,0.03543113,550,336
Big Block Realty,218,188790415.0,794500.0,417.86,27.07,13.0,0.9989,0.9858,33.85,31.25,0.04872652,0.03539441,286,337
Red Lime Real Estate,387,188454278.0,450000.0,313.05,12.77,7.0,1.0369,1.0142,14.01,21.05,0.08650074,0.0353314,146,338
The Grubb Co. Inc.,97,188154480.0,1750000.0,920.45,17.92,14.0,1.1961,1.185,17.98,19.03,0.02168106,0.03527519,624,339
Laguna Premier Realty Inc.,364,187753880.0,425000.0,408.47,34.4,19.0,0.9935,0.9755,45.82,46.86,0.08135987,0.03520009,158,340
Guide Real Estate,105,187592774.0,1600000.0,919.54,20.9,11.0,1.0394,1.0355,21.1,26.12,0.02346919,0.03516988,573,341
Keller Williams Realty World Class,157,187448986.21,945859.0,563.64,29.89,15.0,1.0328,1.0239,43.36,31.97,0.03509203,0.03514292,403,342
Castlegate Realty Group,9,187031150.0,645750.0,622.73,25.11,14.0,11.9597,11.9569,33.11,36.11,0.00201165,0.03506459,4401,343
KW Executive,200,186911534.0,817500.0,550.67,32.56,18.0,1.0084,1.0005,40.3,33.13,0.04470323,0.03504216,314,344
Keller Williams Realty Santa Barbara,123,186726250.0,1199000.0,635.39,45.41,20.0,0.9887,0.9591,54.8,31.89,0.02749248,0.03500743,489,345
Keller Williams,263,186047588.0,625000.0,377.36,33.28,14.0,1.0063,0.9902,36.11,27.17,0.05878474,0.03488019,237,346
Re/Max of Chico,411,186006866.5,413000.0,274.83,43.35,17.0,1.0139,0.9887,49.71,34.84,0.09186513,0.03487256,134,347
RE/MAX Gold Coast-Beach Marina Office,190,185995610.0,803000.0,543.13,46.72,28.0,0.9799,0.9599,59.36,30.7,0.04246807,0.03487044,331,348
PLG Estates,89,185071315.0,1879350.0,777.93,38.51,26.0,0.9831,0.9625,41.26,34.37,0.01989294,0.03469716,672,349
Re/Max Big Bear,265,185013019.0,580000.0,388.75,66.8,40.0,0.9744,0.945,68.02,31.64,0.05923178,0.03468623,234,350
Monterey Coast Realty,137,184576752.0,1000000.0,613.8,43.29,25.0,0.9867,0.9662,42.23,28.96,0.03062171,0.03460444,445,351
ERA Donahoe Realty,262,184408313.0,666000.0,339.86,32.38,14.0,0.9986,0.9873,52.79,30.81,0.05856123,0.03457286,239,352
"TXR Homes, Inc.",196,184396952.0,824000.0,634.28,19.47,10.0,0.9981,0.9874,22.87,27.33,0.04380916,0.03457073,322,353
WESTCOE REALTORS INC,276,184164583.0,621000.0,382.19,32.76,16.0,1.0023,0.9836,40.59,31.07,0.06169045,0.03452716,214,354
Palisade Realty Inc,194,184090794.0,755000.0,547.21,34.75,20.0,0.9915,0.9748,40.87,28.5,0.04336213,0.03451333,324,355
RE/MAX New Dimension,195,183029286.0,838500.0,566.8,29.3,17.0,0.9969,0.9892,40.32,32.26,0.04358565,0.03431432,323,356
Swell Property,106,181986093.0,1505000.0,844.49,28.28,15.5,0.9868,0.9769,37.28,28.26,0.02369271,0.03411874,569,357
EXCELLENCE RE REAL ESTATE,279,181752764.0,630000.0,452.56,46.94,27.0,0.9998,4.4726,56.18,41.64,0.062361,0.034075,209,358
Excellence RE Real Estate,266,180722956.0,660000.0,515.15,40.45,23.0,0.9945,4.7075,54.71,44.42,0.05945529,0.03388193,231,359
Home & Ranch Sotheby's Intl,145,180384016.0,927000.0,505.69,46.2,14.0,0.9886,0.9676,50.72,37.85,0.03240984,0.03381838,424,360
Redpoint Realty,183,180305386.0,830000.0,583.33,41.02,25.0,0.9898,0.9786,48.43,29.33,0.04090345,0.03380364,345,361
